	word	label	class
618	addy	2	CLIPPINGS
619	ade	2	CLIPPINGS
620	ADG	2	CLIPPINGS
621	adman	2	CLIPPINGS
622	admin	2	CLIPPINGS
623	adv	2	CLIPPINGS
624	afish	2	CLIPPINGS
625	after	2	CLIPPINGS
626	Ag	2	CLIPPINGS
627	aggro	2	CLIPPINGS
628	Al	2	CLIPPINGS
629	alky	2	CLIPPINGS
630	ambo	2	CLIPPINGS
631	ammo	2	CLIPPINGS
632	amp	2	CLIPPINGS
633	ana	2	CLIPPINGS
634	Andy	2	CLIPPINGS
635	Angie	2	CLIPPINGS
636	anon	2	CLIPPINGS
637	anthro	2	CLIPPINGS
638	app	2	CLIPPINGS
639	Archie	2	CLIPPINGS
640	Argie	2	CLIPPINGS
641	arvo	2	CLIPPINGS
642	Aussie	2	CLIPPINGS
643	auto	2	CLIPPINGS
644	Ave	2	CLIPPINGS
645	Babs	2	CLIPPINGS
646	Babbie	2	CLIPPINGS
647	baccy	2	CLIPPINGS
648	backstitution	2	CLIPPINGS
649	Barb	2	CLIPPINGS
650	Barbie	2	CLIPPINGS
651	barbie	2	CLIPPINGS
652	Bart	2	CLIPPINGS
653	bathers	2	CLIPPINGS
654	beano	2	CLIPPINGS
655	bedder	2	CLIPPINGS
656	bed-sitter	2	CLIPPINGS
657	Beeb	2	CLIPPINGS
658	Belle	2	CLIPPINGS
659	benny	2	CLIPPINGS
660	berg	2	CLIPPINGS
661	bermies	2	CLIPPINGS
662	Bernie	2	CLIPPINGS
663	Bert	2	CLIPPINGS
664	Bertie	2	CLIPPINGS
665	bet	2	CLIPPINGS
666	Bet	2	CLIPPINGS
667	Beth	2	CLIPPINGS
668	Betty	2	CLIPPINGS
669	Bes	2	CLIPPINGS
670	bevie	2	CLIPPINGS
671	bevvy	2	CLIPPINGS
672	B-girl	2	CLIPPINGS
673	B'ham	2	CLIPPINGS
674	bi	2	CLIPPINGS
675	bib	2	CLIPPINGS
676	biccy	2	CLIPPINGS
677	bike	2	CLIPPINGS
678	bikie	2	CLIPPINGS
679	billies	2	CLIPPINGS
680	binos	2	CLIPPINGS
681	biopic	2	CLIPPINGS
682	biz	2	CLIPPINGS
683	bldg	2	CLIPPINGS
684	boatie	2	CLIPPINGS
685	Bob	2	CLIPPINGS
686	bodbiz	2	CLIPPINGS
687	Bogey	2	CLIPPINGS
688	Boney	2	CLIPPINGS
689	Bonny	2	CLIPPINGS
690	boob	2	CLIPPINGS
691	bot	2	CLIPPINGS
692	Bozzy	2	CLIPPINGS
693	bra	2	CLIPPINGS
694	breathalyser	2	CLIPPINGS
695	brekker	2	CLIPPINGS
696	brill	2	CLIPPINGS
697	bro	2	CLIPPINGS
698	brolly	2	CLIPPINGS
699	bronc	2	CLIPPINGS
700	bus	2	CLIPPINGS
701	butch	2	CLIPPINGS
702	B-way	2	CLIPPINGS
703	c.	2	CLIPPINGS
704	CA	2	CLIPPINGS
705	cab	2	CLIPPINGS
706	Caddie/-y	2	CLIPPINGS
707	caf	2	CLIPPINGS
708	caff	2	CLIPPINGS
709	cam	2	CLIPPINGS
710	camo	2	CLIPPINGS
711	cap	2	CLIPPINGS
712	capital	2	CLIPPINGS
713	caps	2	CLIPPINGS
714	cardi	2	CLIPPINGS
715	cardie	2	CLIPPINGS
716	carny	2	CLIPPINGS
717	Catho	2	CLIPPINGS
718	'cause	2	CLIPPINGS
719	'cos	2	CLIPPINGS
720	cos	2	CLIPPINGS
721	celebs	2	CLIPPINGS
722	cell phone	2	CLIPPINGS
723	cello	2	CLIPPINGS
724	celly	2	CLIPPINGS
725	'cept	2	CLIPPINGS
726	champers	2	CLIPPINGS
727	shampers	2	CLIPPINGS
728	Charlie	2	CLIPPINGS
729	chemo	2	CLIPPINGS
730	Chevy	2	CLIPPINGS
731	Chicom	2	CLIPPINGS
732	chippie/-y	2	CLIPPINGS
733	choke	2	CLIPPINGS
734	Chrissie	2	CLIPPINGS
735	chute	2	CLIPPINGS
736	cig	2	CLIPPINGS
737	ciggie/-y	2	CLIPPINGS
738	civvies	2	CLIPPINGS
739	coke	2	CLIPPINGS
740	collekkers	2	CLIPPINGS
741	combo	2	CLIPPINGS
742	comfy	2	CLIPPINGS
743	Commie	2	CLIPPINGS
744	Commo	2	CLIPPINGS
745	common	2	CLIPPINGS
746	comp	2	CLIPPINGS
747	compo	2	CLIPPINGS
748	Comsymp	2	CLIPPINGS
749	condo	2	CLIPPINGS
750	congrats	2	CLIPPINGS
751	conlang	2	CLIPPINGS
752	coon	2	CLIPPINGS
753	copter	2	CLIPPINGS
754	corp	2	CLIPPINGS
755	cortisone	2	CLIPPINGS
756	cozzie	2	CLIPPINGS
757	cred	2	CLIPPINGS
758	credie	2	CLIPPINGS
759	crim	2	CLIPPINGS
760	croc	2	CLIPPINGS
761	cruits	2	CLIPPINGS
762	'cruits	2	CLIPPINGS
763	C-section	2	CLIPPINGS
764	cuke	2	CLIPPINGS
765	curio	2	CLIPPINGS
766	cute	2	CLIPPINGS
767	cutie/-ey	2	CLIPPINGS
768	cuz	2	CLIPPINGS
769	cyborg	2	CLIPPINGS
770	darl	2	CLIPPINGS
771	deb	2	CLIPPINGS
772	Debby	2	CLIPPINGS
773	decaf	2	CLIPPINGS
774	de-caff	2	CLIPPINGS
775	'deed	2	CLIPPINGS
776	deets	2	CLIPPINGS
777	def	2	CLIPPINGS
778	defs	2	CLIPPINGS
779	deli	2	CLIPPINGS
780	delish	2	CLIPPINGS
781	Dem	2	CLIPPINGS
782	dem	2	CLIPPINGS
783	demo	2	CLIPPINGS
784	des res	2	CLIPPINGS
785	dif	2	CLIPPINGS
786	digi cabes	2	CLIPPINGS
787	dino	2	CLIPPINGS
788	dis	2	CLIPPINGS
789	disco	2	CLIPPINGS
790	divi.	2	CLIPPINGS
791	divvy	2	CLIPPINGS
792	Dizzy	2	CLIPPINGS
793	dlr	2	CLIPPINGS
794	doc	2	CLIPPINGS
795	Dol	2	CLIPPINGS
796	Dolph	2	CLIPPINGS
797	Dora	2	CLIPPINGS
798	dorm	2	CLIPPINGS
799	droid	2	CLIPPINGS
800	druggie	2	CLIPPINGS
801	E. coli	2	CLIPPINGS
802	edbiz	2	CLIPPINGS
803	ekker	2	CLIPPINGS
804	emo	2	CLIPPINGS
805	Eve	2	CLIPPINGS
806	evo-devo	2	CLIPPINGS
807	ex	2	CLIPPINGS
808	exam	2	CLIPPINGS
809	exec	2	CLIPPINGS
810	fab	2	CLIPPINGS
811	fag	2	CLIPPINGS
812	fam dram	2	CLIPPINGS
813	fan	2	CLIPPINGS
814	fanfic	2	CLIPPINGS
815	fash	2	CLIPPINGS
816	fave	2	CLIPPINGS
817	fax	2	CLIPPINGS
818	fem	2	CLIPPINGS
819	fence	2	CLIPPINGS
820	fend	2	CLIPPINGS
821	Fergie	2	CLIPPINGS
822	fess	2	CLIPPINGS
823	'fess	2	CLIPPINGS
824	fiche	2	CLIPPINGS
825	finals	2	CLIPPINGS
826	flex	2	CLIPPINGS
827	Flo	2	CLIPPINGS
828	Floss	2	CLIPPINGS
829	flu	2	CLIPPINGS
830	folkie	2	CLIPPINGS
831	footer	2	CLIPPINGS
832	footie/-y	2	CLIPPINGS
833	'fraid	2	CLIPPINGS
834	frat	2	CLIPPINGS
835	Fred	2	CLIPPINGS
836	fridge	2	CLIPPINGS
837	fries	2	CLIPPINGS
838	'Fro	2	CLIPPINGS
839	fro-yo	2	CLIPPINGS
840	Gail	2	CLIPPINGS
841	'gainst	2	CLIPPINGS
842	garbo	2	CLIPPINGS
843	gas	2	CLIPPINGS
844	gator	2	CLIPPINGS
845	general	2	CLIPPINGS
846	gents	2	CLIPPINGS
847	Gerry	2	CLIPPINGS
848	gin	2	CLIPPINGS
849	glam	2	CLIPPINGS
850	glutes	2	CLIPPINGS
851	goalie	2	CLIPPINGS
852	Gorby	2	CLIPPINGS
853	grad	2	CLIPPINGS
854	grandma	2	CLIPPINGS
855	grannie	2	CLIPPINGS
856	graph	2	CLIPPINGS
857	grotty	2	CLIPPINGS
858	gussie	2	CLIPPINGS
859	gym	2	CLIPPINGS
860	gypsy	2	CLIPPINGS
861	gyppo	2	CLIPPINGS
